Date,River,Location,LocationNo,Temp,pH,EC,TDS,DO,ORP,Turbidity,Color,Suspended Solids,"Alkalinity
",Iron,AmmoniaNitrogen,Nitrate,Sulfide,Sulfate,Chloride
2/13/2021,Tongi Khal,u/s of Balu Confluence,L-25,23.8,7.63,1561,802,0.38,-313.8,31.2,883,118,255,0.07,30.9,6.7,156,112,291
2/13/2021,Balu ,u/s of Purbachal,L-26,23,7.56,1265,655,0.38,-313.5,39.7,350,130,245,0.13,28.4,9.2,58,82,301
2/13/2021,Balu ,d/s of Purbachal (Ichhapur bridge),L-27,22.4,7.55,1092,568,0.38,-301.7,57,144,199,220,0.2,28.3,5,30,72,251
2/13/2021,Balu ,Beraid,L-28,23.3,7.2,958,488,0.26,-287.5,48.8,189,184,245,0.22,31.2,8.3,41,68,261
2/13/2021,Balu ,d/s of Begunbari Canal,L-29,23.5,7.18,917,464,0.29,-286.5,51,196,175,270,0.2,33.1,6.4,37,38,251
2/13/2021,Balu ,Demra (u/s of confluence),L-30,23,7.3,762,388,0.29,-283.7,39.6,89,114,220,0.35,15.2,3.1,17,46,221
2/13/2021,Dhaleshwari ,Muktapur Ghat  ,L-40,21.6,7.38,480,250,1.17,-32.7,8.57,41,19,175,0.04,6,3.4,4,36,151
2/13/2021,Shitalakhya ,d/s Kanchan Bridge,L-41,22,7.69,373,190.3,5.65,9.5,4.51,8,4,220,0.03,0.6,10.6,0,16,61
2/13/2021,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,21.9,7.51,470,241,1.18,19.8,7.22,22,10,230,0.05,1.7,3.8,1,30,111
2/13/2021,Shitalakhya ,Demra Ghat,L-43,22.9,7.38,730,374,0.99,-263,34.7,91,88,195,0.1,14.4,2.6,22,40,161
2/13/2021,Shitalakhya ,d/s of Adamjee EPZ,L-44,23.6,7.41,877,445,0.51,-285,41.9,99,112,215,0.14,14.4,6.6,21,52,261
2/13/2021,Shitalakhya ,d/s of Tanbazar Ghat,L-45,22.7,7.41,696,357,0.49,-252,45,90,78,255,0.09,11,4.7,18,50,211
2/13/2021,Shitalakhya ,u/s of Kalagachia Point,L-46,21.8,7.41,500,260,1.01,-107.6,25,41,30,210,0.05,6.2,4.9,5,38,181
2/13/2021,Shitalakhya ,d/s of Ghorashal FC,L-52,25.6,7.67,384,181.4,5.3,-14,4.84,11,4,195,0.04,0.7,13.3,0,10,91
2/13/2021,Pagar Canal,Steel bridge at Pagar Canal,L-55,23.3,7.41,1703,890,0.39,-307.6,54.3,804,169,270,0.17,42.5,5,128,144,452
2/13/2021,Bashundhara Canal ,u/s (800m) of outfall in Balu,L-56,25.9,7.22,866,426,0.32,-270.7,36.7,137,125,295,0.17,34,5.3,29,22,321
2/13/2021,Begunbari Canal ,d/s of Dasherkandi WWTP,L-57,24.1,7.08,916,458,0.28,-265.8,51,163,123,235,0.18,36,5.8,42,88,341
2/13/2021,Balu,"Daripara Bridge, Pubail",L-58,22.6,7.62,1359,712,0.45,-305.3,31.3,265,99,155,0.14,25.9,3,44,110,291
2/15/2021,Turag,u/s of Konabari,L-1,23.2,7.67,952,487,0.52,-255.8,37.8,184,61,240,0.14,4.4,2.1,35,144,181.22
2/15/2021,Turag,Konabari Powerplant,L-2,23.2,7.61,972,501,0.52,-273,32,160,47,245,0.16,4,1.6,29,126,211.253
2/15/2021,Turag,d/s of Konabari,L-3,23.3,7.5,1176,604,0.51,-273,29,181,56,265,0.23,4.5,1.7,32,156,171.209
2/15/2021,Turag,d/s of Kashimpur,L-4,23.2,7.49,1211,622,0.56,-280.6,24.3,171,45,295,0.25,5.7,5.1,27,132,191.231
2/15/2021,Turag,Yearpur (u/s of Ashulia Lake),L-5,23,7.61,1205,624,0.5,-287,29.6,192,50,280,0.03,6.9,8,49,144,201.242
2/15/2021,Turag,Ashulia Bridge (d/s of Ashulia Lake),L-6,22.7,7.62,1129,587,0.52,-290,24.7,208,49,290,0.9,5.5,2,35,140,181.22
2/15/2021,Turag,Rustampur (u/s of confluence),L-7,22.7,7.63,1112,578,0.54,-294.1,27.1,191,49,285,0.14,6.6,2.3,38,122,161.198
2/15/2021,Turag,Birulia Bridge,L-8,22.9,7.62,1108,574,0.52,-250.4,30.5,171,57,265,0.17,5,3.1,27,144,171.209
2/15/2021,Turag,Botanical Garden,L-9,22.9,7.52,1016,525,0.6,-285.5,40.6,164,84,280,0.14,7.4,2.2,24,134,231.275
2/15/2021,Turag,u/s of Aminbazar Bridge,L-10,22.9,7.59,1012,522,0.97,-279.6,44.9,173,126,285,0.19,12.4,0.8,19,128,271.319
2/15/2021,Buriganga,Aminbazar Bridge,L-11,23.5,7.33,1004,510,0.87,-284,72.4,163,169,280,0.09,14.5,3.3,22,118,181.22
2/15/2021,Buriganga,d/s of Hazaribagh,L-12,23,7.57,979,503,0.49,-297,19.22,139,66,310,0.12,15.7,0.7,20,104,211.253
2/15/2021,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,22.9,7.46,980,504,0.45,-296.8,16.44,125,74,280,0.14,16.6,4.9,28,106,221.264
2/15/2021,Buriganga,Chandni Ghat,L-14,22.8,7.32,981,506,0.46,-303,20.3,199,54,305,0.13,21.4,3.3,42,96,201.242
2/15/2021,Turag,Kaliakoir Bridge,L-47,23,7.95,495,250,5.71,4.9,5.72,35,10,195,0.04,0.2,1,0,42,121.154
2/15/2021,Turag,Boroibari Bridge,L-48,22.7,7.69,529,268,3.87,-37.7,13.73,41,23,255,0.02,0.4,5.2,2,58,281.33
2/15/2021,Bangshi,Kaliakoir Bangshi Bridge,L-49,24.7,7.65,2129,1066,2.68,18.6,23,202,36,330,0.26,5.7,0.6,18,132,191.231
2/16/2021,Buriganga,Sadar Ghat,L-15,22.6,7.46,956,495,0.76,-322.4,14.72,183,74,335,0.15,14.35,2,43,82,81
2/16/2021,Buriganga,Dholaikhal,L-16,22.6,7.47,942,490,0.47,-314.7,18.27,139,89,315,0.18,14.7,4.9,104,80,141
2/16/2021,Buriganga,BCF Bridge,L-17,22.5,7.44,946,491,0.46,-316.8,17.99,120,94,330,0.12,14.65,2.3,115,78,121
2/16/2021,Buriganga,d/s Pagla STP,L-18,22.1,7.51,924,483,0.46,-312.9,23.1,159,69,345,0.13,13.75,4.7,82,74,111
2/16/2021,Buriganga,Jazira ,L-19,21.9,7.63,865,454,0.48,-282.6,44.6,72,53,305,0.11,9.45,4.5,17,66,131
2/16/2021,Bangshi-Savar,d/s of Turag branch outfall,L-31,22,7.97,982,516,1.16,-271,25.7,122,41,345,0.11,12.75,0.8,17,84,121
2/16/2021,Bangshi-Savar,Amin Bazar Landfill,L-32,22.4,7.87,1071,562,1.52,-291,42.2,127,101,335,0.11,9.1,1.1,24,88,131
2/16/2021,Dhaleshwari,Nayarhat Bridge,L-33,23.6,8.04,1352,695,8.5,-323.6,24.5,280,55,330,0.18,9.85,2.1,57,98,141
2/16/2021,Dhaleshwari,Singair Bridge (Bhangalpur),L-34,22.1,7.95,1110,585,8.65,-279.2,36.8,125,44,335,0.06,7,4,22,96,151
2/16/2021,Dhaleshwari,Kadamtoli Bridge,L-35,21.3,7.84,1107,591,9.13,-139.3,26.1,103,24,325,0.08,6.45,0.6,11,92,241
2/16/2021,Dhaleshwari,Rohitpur Bridge  ,L-36,22.5,8.17,664,341,9.9,24.7,3.91,18,10,285,0.03,1.2,3.1,5,22,151
2/16/2021,Dhaleshwari,d/s of BSCIC  ,L-37,22.5,8.27,639,328,8.01,35,6.22,14,15,280,0.05,0.6,2.2,1,24,111
2/16/2021,Dhaleshwari,d/s of Dhaleswari Bridge  ,L-38,22.3,8.07,663,342,0.79,50.3,7.82,28,20,315,0.04,2.05,1.5,4,30,111
2/16/2021,Dhaleshwari ,Baluchar Bridge  ,L-39,22,7.66,842,439,0.5,-270.2,47.2,76,59,280,0.08,8.85,2.4,22,62,161
2/16/2021,Bangshi,d/s of DEPZ Canal,L-50,24.7,8.36,1581,801,0.51,-318,38.8,487,106,285,0.12,10,2.3,70,104,221
2/16/2021,Bangshi,u/s of Dhaleswari Confluence at Hazipur,L-51,24.2,8.18,1434,731,0.52,-324.2,27.6,303,62,325,0.14,9.75,3.3,30,104,191
2/16/2021,Kaliganga,d/s Sholla Bridge,L-53,22.9,8.34,597,304,0.55,4.8,3.63,14,9,270,0.02,0.15,4.3,9,2,121
2/16/2021,Kaliganga,d/s Paragram Kaliganga Bridge,L-54,22.5,8.24,598,306,0.54,4.8,2.48,12,6,265,0.05,0.25,4.1,4,4,111
